,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
BMPR21,4.37E-13,0.4660515,0.395,0.233,9.77E-09,10,BMPR2
GSPT1,4.72E-13,0.4639389,0.7,0.671,1.06E-08,10,GSPT1
ATP6V0B1,5.06E-13,0.4525431,0.789,0.765,1.13E-08,10,ATP6V0B
ATXN1L,5.30E-13,0.3465351,0.3,0.153,1.19E-08,10,ATXN1L
ARL8A,6.45E-13,0.4417046,0.448,0.299,1.44E-08,10,ARL8A
ADAM101,7.42E-13,0.4493312,0.628,0.55,1.66E-08,10,ADAM10
KIF5B1,8.04E-13,0.5136746,0.74,0.723,1.80E-08,10,KIF5B
FRMD4A,8.69E-13,0.324292,0.323,0.167,1.95E-08,10,FRMD4A
NT5DC21,1.24E-12,0.5696744,0.726,0.639,2.76E-08,10,NT5DC2
CWC15,1.24E-12,0.38942,0.753,0.759,2.77E-08,10,CWC15
CTCF,1.25E-12,0.4236168,0.561,0.482,2.80E-08,10,CTCF
CHMP2A,1.27E-12,0.4704699,0.744,0.761,2.84E-08,10,CHMP2A
ARIH1,1.51E-12,0.4894604,0.439,0.302,3.39E-08,10,ARIH1
MAP2K4,1.97E-12,0.3066825,0.386,0.235,4.40E-08,10,MAP2K4
CHD4,2.00E-12,0.3979338,0.78,0.757,4.48E-08,10,CHD4
CPEB4,2.37E-12,0.395695,0.363,0.211,5.29E-08,10,CPEB4
BTG21,2.47E-12,0.6116259,0.529,0.387,5.53E-08,10,BTG2
CAPRIN1,2.55E-12,0.4402751,0.682,0.672,5.71E-08,10,CAPRIN1
CLTA1,2.73E-12,0.2726084,0.892,0.907,6.10E-08,10,CLTA
ZNF207,3.03E-12,0.4023426,0.744,0.753,6.78E-08,10,ZNF207
BET1,3.86E-12,0.4056655,0.605,0.508,8.64E-08,10,BET1
GLCE,3.97E-12,0.3056627,0.251,0.117,8.88E-08,10,GLCE
FKBP112,4.10E-12,0.3352681,0.453,0.303,9.17E-08,10,FKBP11
CNIH42,4.44E-12,0.3964784,0.655,0.606,9.94E-08,10,CNIH4
FBXW11,5.19E-12,0.3927434,0.448,0.322,1.16E-07,10,FBXW11
PSMD12,6.00E-12,0.4973763,0.556,0.474,1.34E-07,10,PSMD12
MEIS21,6.33E-12,0.4317633,0.538,0.401,1.42E-07,10,MEIS2
RAP2C,6.73E-12,0.3119098,0.404,0.259,1.51E-07,10,RAP2C
TARDBP,9.12E-12,0.4747514,0.578,0.525,2.04E-07,10,TARDBP
KMT2D,9.57E-12,0.359531,0.327,0.182,2.14E-07,10,KMT2D
PTBP2,1.11E-11,0.4265166,0.296,0.157,2.49E-07,10,PTBP2
CCDC88A,1.57E-11,0.4938706,0.561,0.472,3.50E-07,10,CCDC88A
SMAP2,1.67E-11,0.3185943,0.386,0.246,3.73E-07,10,SMAP2
SLC25A3,1.85E-11,0.32141,0.928,0.925,4.14E-07,10,SLC25A3
ATP1B12,1.88E-11,0.3832624,0.422,0.257,4.21E-07,10,ATP1B1
KIF1B,4.19E-11,0.3483775,0.395,0.257,9.37E-07,10,KIF1B
TIA1,4.38E-11,0.5911047,0.552,0.45,9.81E-07,10,TIA1
DNAJC2,5.22E-11,0.4753135,0.592,0.528,1.17E-06,10,DNAJC2
SRPK21,5.75E-11,0.441805,0.561,0.474,1.29E-06,10,SRPK2
RPLP01,6.80E-11,0.2545364,1,0.989,1.52E-06,10,RPLP0
G3BP2,7.89E-11,0.4386644,0.686,0.667,1.77E-06,10,G3BP2
ASF1A,8.71E-11,0.3924787,0.511,0.413,1.95E-06,10,ASF1A
TMEM184B,1.36E-10,0.3456998,0.345,0.213,3.03E-06,10,TMEM184B
CPEB2,1.54E-10,0.2724168,0.206,0.092,3.44E-06,10,CPEB2
CDK8,1.64E-10,0.2857836,0.323,0.189,3.68E-06,10,CDK8
DERL1,1.74E-10,0.4812143,0.457,0.353,3.90E-06,10,DERL1
LUZP11,2.19E-10,0.3743766,0.556,0.459,4.90E-06,10,LUZP1
DROSHA,3.33E-10,0.3731015,0.327,0.196,7.45E-06,10,DROSHA
GNAQ1,3.49E-10,0.4820566,0.646,0.617,7.81E-06,10,GNAQ
SESN3,3.68E-10,0.3689591,0.327,0.189,8.23E-06,10,SESN3
RASA1,4.40E-10,0.3162325,0.363,0.23,9.84E-06,10,RASA1
PSMB3,4.53E-10,0.4194069,0.839,0.865,1.01E-05,10,PSMB3
GLS1,5.50E-10,0.4235548,0.498,0.401,1.23E-05,10,GLS
RYBP,5.56E-10,0.437031,0.538,0.456,1.25E-05,10,RYBP
ESRRA,6.44E-10,0.4333513,0.466,0.359,1.44E-05,10,ESRRA
PARP2,6.48E-10,0.2502775,0.291,0.162,1.45E-05,10,PARP2
AFTPH,6.87E-10,0.295376,0.341,0.212,1.54E-05,10,AFTPH
RALBP1,7.39E-10,0.3808937,0.7,0.724,1.65E-05,10,RALBP1
CYCS2,1.04E-09,0.3361182,0.865,0.85,2.32E-05,10,CYCS
ZDHHC5,1.37E-09,0.3678083,0.336,0.215,3.07E-05,10,ZDHHC5
EIF3E1,1.66E-09,0.3704192,0.901,0.921,3.71E-05,10,EIF3E
NR4A2,1.83E-09,0.3507217,0.242,0.123,4.09E-05,10,NR4A2
AMMECR1,2.02E-09,0.3012276,0.35,0.219,4.52E-05,10,AMMECR1
CHD8,2.21E-09,0.4402639,0.516,0.43,4.94E-05,10,CHD8
TP53BP1,2.41E-09,0.4079899,0.332,0.209,5.38E-05,10,TP53BP1
CIC,2.54E-09,0.3184921,0.35,0.225,5.68E-05,10,CIC
CDC37L1,2.57E-09,0.2836531,0.296,0.174,5.76E-05,10,CDC37L1
PABPN1,3.15E-09,0.5380382,0.749,0.754,7.05E-05,10,PABPN1
MRPS18C,4.19E-09,0.3372186,0.735,0.744,9.37E-05,10,MRPS18C
WAC,4.67E-09,0.3887669,0.641,0.61,1.05E-04,10,WAC
PAPPA1,5.11E-09,0.262774,0.305,0.17,1.14E-04,10,PAPPA
GTF2F1,5.97E-09,0.3913954,0.601,0.564,1.34E-04,10,GTF2F1
BAZ2B,7.56E-09,0.3011479,0.404,0.287,1.69E-04,10,BAZ2B
HOXB61,8.01E-09,0.3560276,0.377,0.251,1.79E-04,10,HOXB6
DIP2B,8.80E-09,0.3243689,0.305,0.19,1.97E-04,10,DIP2B
RANBP91,1.17E-08,0.4014095,0.457,0.364,2.62E-04,10,RANBP9
FNDC3A,1.27E-08,0.4451054,0.43,0.343,2.85E-04,10,FNDC3A
PHF21A,1.29E-08,0.3513158,0.269,0.156,2.88E-04,10,PHF21A
SRSF72,1.33E-08,0.4549997,0.807,0.802,2.97E-04,10,SRSF7
USP9X,1.42E-08,0.4361957,0.498,0.419,3.18E-04,10,USP9X
HNRNPH1,1.47E-08,0.3574736,0.803,0.778,3.30E-04,10,HNRNPH1
MAGOHB,1.90E-08,0.333387,0.583,0.53,4.26E-04,10,MAGOHB
CREBRF,1.95E-08,0.2837751,0.296,0.176,4.35E-04,10,CREBRF
ACBD3,2.04E-08,0.411587,0.43,0.349,4.56E-04,10,ACBD3
RNF111,2.10E-08,0.3357951,0.283,0.171,4.71E-04,10,RNF111
AKIRIN21,2.19E-08,0.2754494,0.507,0.415,4.90E-04,10,AKIRIN2
NFKBIA1,2.22E-08,0.4984357,0.534,0.459,4.96E-04,10,NFKBIA
NPTN,2.23E-08,0.3011417,0.354,0.239,5.00E-04,10,NPTN
RAPGEF2,2.34E-08,0.2542646,0.283,0.166,5.24E-04,10,RAPGEF2
KLF9,3.87E-08,0.2637629,0.211,0.106,8.66E-04,10,KLF9
YTHDF2,4.05E-08,0.2949147,0.641,0.638,9.07E-04,10,YTHDF2
KANSL1,4.39E-08,0.3745868,0.556,0.498,9.82E-04,10,KANSL1
KLF3,4.79E-08,0.5207091,0.52,0.472,1.07E-03,10,KLF3
TOP11,4.82E-08,0.2745109,0.798,0.818,1.08E-03,10,TOP1
TRIP12,5.14E-08,0.4234183,0.52,0.475,1.15E-03,10,TRIP12
GLYR1,5.20E-08,0.3282818,0.511,0.437,1.16E-03,10,GLYR1
PIK3R1,5.80E-08,0.3105966,0.341,0.228,1.30E-03,10,PIK3R1
POLR2K,6.07E-08,0.3556655,0.709,0.755,1.36E-03,10,POLR2K
SNF8,7.50E-08,0.2662251,0.767,0.798,1.68E-03,10,SNF8
AMBRA1,7.96E-08,0.257194,0.157,0.07,1.78E-03,10,AMBRA1
HIF1A2,8.21E-08,0.3341096,0.556,0.491,1.84E-03,10,HIF1A
IMPACT,9.76E-08,0.3895792,0.408,0.315,2.19E-03,10,IMPACT
SPCS21,9.84E-08,0.3312137,0.691,0.715,2.20E-03,10,SPCS2
ARHGAP51,1.05E-07,0.447293,0.413,0.318,2.35E-03,10,ARHGAP5
ETFB,1.29E-07,0.3090379,0.691,0.744,2.88E-03,10,ETFB
MCTS11,1.46E-07,0.3041171,0.673,0.687,3.26E-03,10,MCTS1
MTPN1,1.61E-07,0.3646133,0.686,0.713,3.60E-03,10,MTPN
VMP1,1.66E-07,0.4197197,0.516,0.459,3.72E-03,10,VMP1
PUF60,1.68E-07,0.3359099,0.605,0.59,3.76E-03,10,PUF60
DNAJA11,2.06E-07,0.3336986,0.744,0.791,4.60E-03,10,DNAJA1
PKN21,2.16E-07,0.3011843,0.457,0.382,4.83E-03,10,PKN2
NCOA6,2.35E-07,0.2808523,0.274,0.168,5.25E-03,10,NCOA6
NCOR1,2.59E-07,0.3880315,0.677,0.677,5.79E-03,10,NCOR1
NCOA2,2.59E-07,0.2882323,0.283,0.18,5.80E-03,10,NCOA2
RNF44,2.64E-07,0.3073722,0.417,0.328,5.91E-03,10,RNF44
ZFC3H1,2.89E-07,0.4400843,0.439,0.349,6.46E-03,10,ZFC3H1
RAB2A3,2.89E-07,0.3392767,0.726,0.75,6.47E-03,10,RAB2A
RAD21,3.11E-07,0.4189825,0.641,0.617,6.95E-03,10,RAD21
ARFGEF1,3.16E-07,0.3348383,0.381,0.29,7.08E-03,10,ARFGEF1
RUNX1T11,3.17E-07,0.4619167,0.484,0.409,7.09E-03,10,RUNX1T1
MGAT4B,3.22E-07,0.3335546,0.511,0.448,7.21E-03,10,MGAT4B
PHB1,4.16E-07,0.3261602,0.789,0.803,9.31E-03,10,PHB
RTF1,4.20E-07,0.3199182,0.758,0.776,9.39E-03,10,RTF1
TIMP33,4.43E-07,0.3491692,0.713,0.66,9.91E-03,10,TIMP3
MFAP41,0.00E+00,1.8223771,0.87,0.062,0.00E+00,11,MFAP4
POSTN1,0.00E+00,1.4466195,0.801,0.043,0.00E+00,11,POSTN
ADAMTS11,0.00E+00,1.3800244,0.903,0.087,0.00E+00,11,ADAMTS1
NPY,0.00E+00,1.3150247,0.63,0.023,0.00E+00,11,NPY
STC1,0.00E+00,1.2316977,0.449,0.018,0.00E+00,11,STC1
EGFL61,0.00E+00,1.1673755,0.806,0.048,0.00E+00,11,EGFL6
RSPO31,0.00E+00,1.129696,0.801,0.06,0.00E+00,11,RSPO3
PDGFRA2,0.00E+00,1.0887278,0.861,0.075,0.00E+00,11,PDGFRA
FGF71,0.00E+00,1.0726474,0.75,0.021,0.00E+00,11,FGF7
DSEL,0.00E+00,0.9828299,0.722,0.052,0.00E+00,11,DSEL
COL14A1,0.00E+00,0.8932827,0.764,0.014,0.00E+00,11,COL14A1
HAND2,0.00E+00,0.8435493,0.796,0.049,0.00E+00,11,HAND2
HGF,0.00E+00,0.8167774,0.736,0.023,0.00E+00,11,HGF
TSHZ2,0.00E+00,0.8154013,0.685,0.021,0.00E+00,11,TSHZ2
ALCAM,0.00E+00,0.7974586,0.833,0.086,0.00E+00,11,ALCAM
TMEM35A,0.00E+00,0.7345095,0.634,0.02,0.00E+00,11,TMEM35A
HAND2.AS1,0.00E+00,0.6889302,0.769,0.024,0.00E+00,11,HAND2.AS1
CRISPLD21,0.00E+00,0.5358346,0.639,0.041,0.00E+00,11,CRISPLD2
PRLR,0.00E+00,0.5258469,0.505,0.006,0.00E+00,11,PRLR
FAIM2,0.00E+00,0.5197178,0.546,0.007,0.00E+00,11,FAIM2
S1PR3,0.00E+00,0.5157999,0.606,0.03,0.00E+00,11,S1PR3
FYB2,0.00E+00,0.5140542,0.514,0.02,0.00E+00,11,FYB2
PCDH18,0.00E+00,0.4719718,0.606,0.026,0.00E+00,11,PCDH18
ENPP1,0.00E+00,0.4594612,0.528,0.027,0.00E+00,11,ENPP1
ABCA8,0.00E+00,0.4585595,0.481,0.006,0.00E+00,11,ABCA8
TCF21,0.00E+00,0.4403488,0.542,0.026,0.00E+00,11,TCF21
SMOC1,0.00E+00,0.4290223,0.454,0.008,0.00E+00,11,SMOC1
KCNK1,0.00E+00,0.419116,0.532,0.017,0.00E+00,11,KCNK1
DPP4,0.00E+00,0.4135616,0.537,0.026,0.00E+00,11,DPP4
PID1,0.00E+00,0.4070182,0.514,0.015,0.00E+00,11,PID1
CCDC184,0.00E+00,0.3986633,0.458,0.018,0.00E+00,11,CCDC184
APCDD1,0.00E+00,0.3925787,0.44,0.015,0.00E+00,11,APCDD1
DNM3OS1,0.00E+00,0.3759416,0.491,0.018,0.00E+00,11,DNM3OS
ADAMTS15,0.00E+00,0.3595522,0.519,0.021,0.00E+00,11,ADAMTS15
OSR11,0.00E+00,0.3510082,0.486,0.021,0.00E+00,11,OSR1
PRR16,0.00E+00,0.3502047,0.38,0.004,0.00E+00,11,PRR16
ADRB3,0.00E+00,0.259559,0.356,0.01,0.00E+00,11,ADRB3
CYSLTR2,0.00E+00,0.2565303,0.264,0.003,0.00E+00,11,CYSLTR2
LAMA2,0.00E+00,0.2542829,0.389,0.006,0.00E+00,11,LAMA2
ADAM121,4.38E-306,0.8164193,0.843,0.087,9.80E-302,11,ADAM12
COL21A11,5.89E-305,0.5323652,0.644,0.044,1.32E-300,11,COL21A1
CXCL141,8.62E-300,2.4935425,0.954,0.132,1.93E-295,11,CXCL14
REN,9.67E-298,2.9016131,0.81,0.089,2.17E-293,11,REN
COL15A11,1.35E-288,0.7841204,0.769,0.073,3.02E-284,11,COL15A1
TGFBR31,2.06E-288,1.3803091,0.931,0.128,4.62E-284,11,TGFBR3
FLRT3,2.86E-287,0.5689045,0.625,0.045,6.40E-283,11,FLRT3
PROK1,1.81E-286,0.4007159,0.412,0.017,4.05E-282,11,PROK1
CNTFR,4.68E-286,0.4336226,0.556,0.035,1.05E-281,11,CNTFR
DMD,7.45E-282,0.3508146,0.431,0.019,1.67E-277,11,DMD
SPON21,3.61E-278,1.025989,0.829,0.093,8.08E-274,11,SPON2
VCAN2,1.01E-275,1.9486112,1,0.17,2.27E-271,11,VCAN
PLAT1,1.49E-274,0.7772753,0.722,0.068,3.34E-270,11,PLAT
LSAMP,6.45E-271,0.3412246,0.454,0.023,1.44E-266,11,LSAMP
MME1,2.30E-270,0.6178236,0.602,0.045,5.15E-266,11,MME
EGFLAM,6.89E-268,0.40108,0.551,0.037,1.54E-263,11,EGFLAM
DDR21,4.60E-265,0.524058,0.62,0.049,1.03E-260,11,DDR2
EPHA71,1.44E-264,0.6177278,0.708,0.065,3.23E-260,11,EPHA7
DCN2,1.01E-262,2.1299361,0.954,0.153,2.27E-258,11,DCN
PCOLCE2,2.82E-260,1.4556616,0.944,0.146,6.31E-256,11,PCOLCE
CSGALNACT1,4.46E-255,0.3597531,0.491,0.03,9.98E-251,11,CSGALNACT1
ERRFI13,1.52E-254,0.9712505,0.903,0.126,3.39E-250,11,ERRFI1
COL4A6,2.76E-254,0.4524991,0.606,0.049,6.18E-250,11,COL4A6
HSPB6,7.59E-251,0.5378584,0.62,0.054,1.70E-246,11,HSPB6
IGDCC4,1.32E-247,0.364161,0.528,0.037,2.96E-243,11,IGDCC4
CD2481,3.78E-241,0.5884679,0.745,0.086,8.46E-237,11,CD248
COL5A22,1.39E-240,1.2884121,0.972,0.178,3.12E-236,11,COL5A2
SMOC2,5.88E-237,0.3727474,0.412,0.022,1.31E-232,11,SMOC2
ADGRL22,5.24E-236,0.6167551,0.778,0.093,1.17E-231,11,ADGRL2
COLEC111,7.80E-234,0.7583202,0.579,0.05,1.75E-229,11,COLEC11
AC104051.2,5.52E-233,0.6889689,0.222,0.004,1.23E-228,11,AC104051.2
LRRC4C,7.68E-233,0.367568,0.407,0.022,1.72E-228,11,LRRC4C
PITX22,1.97E-232,1.3070081,0.981,0.188,4.40E-228,11,PITX2
F31,2.42E-229,0.6482862,0.593,0.052,5.41E-225,11,F3
PGF1,2.68E-227,0.7301485,0.741,0.091,6.00E-223,11,PGF
COL6A11,9.46E-219,1.9185846,0.995,0.238,2.12E-214,11,COL6A1
CDC42EP52,1.67E-218,0.9605141,0.931,0.162,3.74E-214,11,CDC42EP5
LRRC2,3.45E-218,0.3402483,0.454,0.031,7.72E-214,11,LRRC2
GPC6,8.55E-218,0.6576122,0.778,0.11,1.91E-213,11,GPC6
OLFML31,2.49E-215,0.8547832,0.884,0.141,5.57E-211,11,OLFML3
KISS1,1.37E-211,1.3214209,0.31,0.013,3.06E-207,11,KISS1
CLMP,3.46E-208,0.2737964,0.458,0.032,7.75E-204,11,CLMP
VTN1,2.25E-207,0.6142253,0.662,0.073,5.03E-203,11,VTN
IL1R1,3.72E-207,0.3028624,0.472,0.036,8.33E-203,11,IL1R1
CREB3L11,1.73E-203,0.716786,0.833,0.13,3.88E-199,11,CREB3L1
SNHG182,1.58E-199,0.7174366,0.838,0.132,3.54E-195,11,SNHG18
COL6A31,2.27E-199,0.7488216,0.671,0.083,5.08E-195,11,COL6A3
BMP5,2.00E-198,0.3010264,0.37,0.021,4.47E-194,11,BMP5
GJA11,9.39E-198,1.2849318,0.949,0.213,2.10E-193,11,GJA1
SERPINF11,1.16E-194,1.9388782,0.968,0.251,2.59E-190,11,SERPINF1
IGFBP31,2.03E-192,3.007589,0.986,0.291,4.54E-188,11,IGFBP3
IGF2.11,9.49E-192,0.5564139,0.75,0.107,2.12E-187,11,IGF2.1
LRP13,1.04E-191,0.5310405,0.778,0.113,2.33E-187,11,LRP1
MGP1,9.69E-187,1.484608,0.588,0.066,2.17E-182,11,MGP
PITX12,4.61E-185,0.5587096,0.759,0.108,1.03E-180,11,PITX1
FRZB2,6.11E-185,1.7814016,0.972,0.243,1.37E-180,11,FRZB
SNAI22,7.49E-183,0.6263951,0.778,0.119,1.68E-178,11,SNAI2
SELENOM1,4.26E-181,1.3257796,0.963,0.26,9.54E-177,11,SELENOM
TNFRSF21,3.68E-180,0.499888,0.648,0.085,8.25E-176,11,TNFRSF21
LRRN1,2.08E-179,0.4255207,0.454,0.039,4.66E-175,11,LRRN1
COL5A11,1.36E-178,1.2446224,0.958,0.244,3.04E-174,11,COL5A1
MXRA81,9.38E-178,0.84223,0.894,0.186,2.10E-173,11,MXRA8
RSPO22,2.30E-176,0.4686255,0.597,0.068,5.16E-172,11,RSPO2
PEG102,1.41E-174,0.8198528,0.718,0.108,3.15E-170,11,PEG10
PLPP32,1.64E-171,0.9461246,0.741,0.123,3.67E-167,11,PLPP3
COL6A22,2.48E-171,2.0469641,0.995,0.352,5.54E-167,11,COL6A2
DES2,9.16E-171,1.1036444,0.782,0.141,2.05E-166,11,DES
FAM114A11,9.61E-166,0.6536918,0.815,0.156,2.15E-161,11,FAM114A1
SEZ6L21,7.74E-163,0.6509143,0.773,0.142,1.73E-158,11,SEZ6L2
CTHRC12,3.83E-162,1.5272272,0.963,0.297,8.56E-158,11,CTHRC1
ITGA11,4.83E-157,0.4448514,0.597,0.079,1.08E-152,11,ITGA1
SEMA6D1,5.96E-153,0.4155467,0.546,0.067,1.33E-148,11,SEMA6D
COL1A22,1.26E-152,2.0580194,1,0.413,2.83E-148,11,COL1A2
DIO31,3.69E-152,0.9124166,0.597,0.082,8.26E-148,11,DIO3
SEMA5A1,7.62E-152,0.3504753,0.523,0.061,1.71E-147,11,SEMA5A
PKP21,2.53E-151,0.6806059,0.815,0.169,5.65E-147,11,PKP2
SDC22,7.80E-150,0.4608118,0.681,0.105,1.75E-145,11,SDC2
FN12,1.46E-149,1.8539149,1,0.417,3.27E-145,11,FN1
TPST11,3.54E-149,0.404667,0.648,0.1,7.92E-145,11,TPST1
CEBPD2,3.04E-148,1.0162972,0.898,0.224,6.79E-144,11,CEBPD
NID21,1.44E-146,0.5636795,0.764,0.141,3.22E-142,11,NID2
SOX61,5.93E-146,0.4340039,0.611,0.087,1.33E-141,11,SOX6
AXL1,1.13E-144,0.6072127,0.787,0.157,2.53E-140,11,AXL
PANCR,1.57E-144,0.4082498,0.588,0.085,3.51E-140,11,PANCR
PAMR11,3.34E-142,0.2748846,0.407,0.038,7.48E-138,11,PAMR1
LUM2,5.26E-142,2.1889823,0.995,0.44,1.18E-137,11,LUM
STXBP6,1.04E-140,0.5507721,0.681,0.121,2.33E-136,11,STXBP6
IGSF101,4.59E-138,0.6086852,0.782,0.17,1.03E-133,11,IGSF10
BCAS4,1.96E-137,0.3299043,0.56,0.079,4.38E-133,11,BCAS4
COL3A11,8.54E-137,2.7114752,1,0.652,1.91E-132,11,COL3A1
EXT12,1.10E-136,0.387126,0.671,0.114,2.45E-132,11,EXT1
CCDC802,1.42E-136,1.1620043,0.926,0.259,3.18E-132,11,CCDC80
PRDM61,1.67E-136,0.2702691,0.394,0.038,3.74E-132,11,PRDM6
COL1A12,3.67E-136,2.074074,1,0.522,8.22E-132,11,COL1A1
SRPX1,7.29E-136,0.4491911,0.542,0.075,1.63E-131,11,SRPX
CHPF1,7.42E-135,0.5866947,0.792,0.18,1.66E-130,11,CHPF
ALG9,1.06E-134,0.4323779,0.528,0.075,2.37E-130,11,ALG9
LRP41,1.14E-133,0.2829842,0.398,0.04,2.55E-129,11,LRP4
SOCS1,3.53E-133,0.3994589,0.565,0.084,7.90E-129,11,SOCS1
PMP222,5.48E-130,0.7059853,0.806,0.183,1.23E-125,11,PMP22
COL4A22,2.12E-129,1.2106068,0.981,0.395,4.74E-125,11,COL4A2
EFNB31,2.61E-129,0.3206541,0.468,0.058,5.84E-125,11,EFNB3
OSBPL10,7.09E-129,0.2516538,0.477,0.06,1.59E-124,11,OSBPL10
ZNF6411,3.57E-128,0.3957738,0.583,0.093,7.98E-124,11,ZNF641
TGFBI1,4.52E-128,0.5375524,0.616,0.104,1.01E-123,11,TGFBI
PDGFRB1,4.73E-127,0.3559021,0.519,0.073,1.06E-122,11,PDGFRB
MRC21,5.88E-127,0.6656149,0.806,0.206,1.32E-122,11,MRC2
COLEC122,1.27E-126,0.5837573,0.829,0.19,2.85E-122,11,COLEC12
SPEG,1.68E-124,0.3303604,0.519,0.076,3.76E-120,11,SPEG
FBN1,1.42E-122,0.3520381,0.514,0.074,3.17E-118,11,FBN1
SYNGR12,3.33E-122,0.4526672,0.676,0.135,7.45E-118,11,SYNGR1
ADAMTS91,2.32E-121,0.6014651,0.708,0.144,5.20E-117,11,ADAMTS9
CLDN11,5.49E-120,0.3174881,0.315,0.027,1.23E-115,11,CLDN11
CLIP3,2.70E-119,0.2736614,0.481,0.066,6.05E-115,11,CLIP3
KDELR31,3.91E-119,0.4342761,0.569,0.095,8.76E-115,11,KDELR3
IFITM1,1.84E-118,0.5234406,0.662,0.134,4.12E-114,11,IFITM1
LITAF2,3.22E-118,0.5012697,0.681,0.139,7.21E-114,11,LITAF
TMEM37,3.39E-118,0.2593443,0.384,0.042,7.58E-114,11,TMEM37
HTRA31,4.21E-118,0.5646834,0.648,0.126,9.43E-114,11,HTRA3
CPNE8,1.21E-117,0.4623619,0.551,0.091,2.72E-113,11,CPNE8
HNMT,1.67E-116,0.4043271,0.611,0.114,3.73E-112,11,HNMT
COL4A12,7.47E-116,1.2213324,0.972,0.414,1.67E-111,11,COL4A1
RCN31,8.76E-115,0.6058562,0.644,0.134,1.96E-110,11,RCN3
KLF21,1.29E-114,0.5537089,0.694,0.148,2.88E-110,11,KLF2
COL4A51,3.85E-114,0.5277708,0.69,0.156,8.61E-110,11,COL4A5
MAN1A11,1.30E-113,0.7160982,0.833,0.26,2.90E-109,11,MAN1A1
FKBP101,1.01E-112,0.9709016,0.972,0.484,2.25E-108,11,FKBP10
VEGFA1,8.92E-112,0.315734,0.505,0.078,2.00E-107,11,VEGFA
2-Jun,1.50E-111,1.0146854,0.847,0.26,3.35E-107,11,JUN
SPARC3,6.90E-111,1.5477445,1,0.776,1.54E-106,11,SPARC
PPIC1,4.22E-110,0.8565336,0.935,0.386,9.44E-106,11,PPIC
SLIT31,6.86E-110,0.3768833,0.56,0.093,1.53E-105,11,SLIT3
IMPA21,4.43E-108,0.5147743,0.657,0.149,9.92E-104,11,IMPA2
NOTCH2,3.35E-106,0.3821399,0.606,0.126,7.49E-102,11,NOTCH2
CRB21,5.03E-106,0.3652639,0.611,0.113,1.12E-101,11,CRB2
GPX82,6.90E-106,0.5061562,0.815,0.223,1.54E-101,11,GPX8
MAF1,1.03E-105,0.3643123,0.579,0.105,2.31E-101,11,MAF
SOCS31,3.11E-105,0.6460348,0.731,0.187,6.96E-101,11,SOCS3
RBMS3,6.00E-105,0.375624,0.569,0.105,1.34E-100,11,RBMS3
MMP23B2,2.34E-102,0.3974318,0.528,0.091,5.24E-98,11,MMP23B
SELENOP1,1.45E-101,0.7666946,0.75,0.21,3.23E-97,11,SELENOP
KCTD121,2.10E-101,0.4948647,0.588,0.115,4.70E-97,11,KCTD12
FGFR21,2.94E-101,0.4160704,0.56,0.102,6.57E-97,11,FGFR2
PALLD3,5.63E-100,0.3612349,0.62,0.124,1.26E-95,11,PALLD
KIF21A1,5.94E-99,0.2511223,0.407,0.055,1.33E-94,11,KIF21A
S100A133,1.68E-97,1.1959751,0.981,0.579,3.76E-93,11,S100A13
ANGPTL21,2.79E-97,0.3239347,0.486,0.081,6.24E-93,11,ANGPTL2
MDK4,3.58E-97,1.2162927,1,0.879,8.02E-93,11,MDK
CDC42EP2,3.14E-95,0.3003178,0.514,0.094,7.02E-91,11,CDC42EP2
FAM110B,5.28E-95,0.4948984,0.62,0.138,1.18E-90,11,FAM110B
MEST1,1.07E-94,1.0273059,0.991,0.619,2.40E-90,11,MEST
KDELR13,1.31E-94,0.8366352,0.986,0.644,2.93E-90,11,KDELR1
C1orf211,2.13E-94,0.3820384,0.63,0.146,4.76E-90,11,C1orf21
BASP12,1.90E-93,0.9004464,0.931,0.439,4.26E-89,11,BASP1
AKAP121,3.18E-92,0.4988629,0.829,0.245,7.11E-88,11,AKAP12
FLRT21,5.60E-92,0.3406372,0.532,0.102,1.25E-87,11,FLRT2
PHYHD1,1.12E-91,0.3981636,0.653,0.165,2.50E-87,11,PHYHD1
DIXDC1,2.76E-91,0.3292537,0.491,0.093,6.18E-87,11,DIXDC1
PHGDH3,1.22E-90,0.6122404,0.806,0.249,2.74E-86,11,PHGDH
EPS8,3.59E-90,0.3036435,0.472,0.085,8.02E-86,11,EPS8
LGALS3BP1,4.12E-90,0.4423078,0.486,0.086,9.22E-86,11,LGALS3BP
ACKR31,4.29E-90,0.3242856,0.389,0.056,9.61E-86,11,ACKR3
FNDC3B2,6.08E-90,0.420014,0.787,0.233,1.36E-85,11,FNDC3B
NR2F21,9.70E-90,0.3318743,0.486,0.085,2.17E-85,11,NR2F2
FKBP113,1.20E-89,0.6389719,0.815,0.295,2.68E-85,11,FKBP11
CKAP42,3.45E-89,0.7006189,0.894,0.367,7.72E-85,11,CKAP4
SVIL,4.40E-88,0.5150785,0.602,0.145,9.84E-84,11,SVIL
VIM3,2.86E-87,1.2066419,1,0.863,6.40E-83,11,VIM
IGFBP51,4.55E-87,0.8542227,0.463,0.081,1.02E-82,11,IGFBP5
DLK11,2.69E-86,1.7380243,0.981,0.743,6.01E-82,11,DLK1
EFEMP22,7.80E-85,0.3660546,0.769,0.225,1.74E-80,11,EFEMP2
